DATE_TIME,VOLUME,RESP_AVG
2025-04-11 11:00:00,1900,8.913654596
2025-04-11 12:00:00,2357,7.946710228
2025-04-11 13:00:00,2025,6.346544422
2025-04-11 14:00:00,1848,7.773518377
2025-04-11 15:00:00,10448,8.579185873
2025-04-11 16:00:00,9817,8.875988731
2025-04-11 17:00:00,9617,8.752959757
2025-04-11 18:00:00,9698,7.050705214
2025-04-11 19:00:00,11549,7.277886888
2025-04-11 20:00:00,11030,6.545652962
2025-04-11 22:00:00,10241,6.399176465
2025-04-11 23:00:00,10454,6.846321035
2025-04-12 1:00:00,8538,8.096999799
2025-04-12 3:00:00,822,11.6547462
2025-04-12 4:00:00,718,6.703607305
2025-04-12 5:00:00,631,8.214690155
2025-04-12 7:00:00,591,7.721359325
2025-04-12 10:00:00,758,6.950698643
2025-04-12 11:00:00,6056,11.43662705
2025-04-12 12:00:00,11265,7.308977246
2025-04-12 14:00:00,11655,7.038496558
2025-04-12 16:00:00,11803,7.332185867
2025-04-12 18:00:00,899,7.460599569
2025-04-12 19:00:00,877,6.726178604
2025-04-12 20:00:00,948,7.88569165
2025-04-12 21:00:00,745,6.477004708
2025-04-12 23:00:00,801,7.914057212
2025-04-13 0:00:00,613,6.768096862
2025-04-13 3:00:00,703,10.38427783
2025-04-13 7:00:00,665,7.253469759
2025-04-13 9:00:00,954,10.74845139
2025-04-13 11:00:00,826,6.887992687
2025-04-13 12:00:00,778,8.389126575
2025-04-13 13:00:00,1194,7.350825
2025-04-13 15:00:00,923,7.98955807
2025-04-13 16:00:00,1003,45.30777187
2025-04-13 18:00:00,1423,6.81824009
2025-04-13 22:00:00,1215,7.389011883
2025-04-14 0:00:00,1032,8.983844272
2025-04-14 1:00:00,1172,7.299946657
2025-04-14 2:00:00,1113,7.446711751
2025-04-14 3:00:00,1246,7.557020451
2025-04-14 4:00:00,1154,6.213737754
2025-04-14 5:00:00,1119,6.267627336
2025-04-14 6:00:00,1435,7.032441845
2025-04-14 7:00:00,1430,9.262699076
2025-04-14 8:00:00,1498,7.396903618
2025-04-14 9:00:00,1196,8.525182765
2025-04-14 10:00:00,1679,6.226539036
2025-04-14 11:00:00,1216,7.375694795
2025-04-14 13:00:00,1594,8.022912461
2025-04-14 14:00:00,1759,7.223087618
2025-04-14 15:00:00,1292,7.611250852
2025-04-14 16:00:00,1012,8.107430419
2025-04-14 17:00:00,1195,7.542823991
2025-04-14 18:00:00,1026,6.401141269
2025-04-14 19:00:00,953,9.189749354
2025-04-14 20:00:00,870,5.979323259
2025-04-14 21:00:00,985,5.532931121
2025-04-14 22:00:00,793,7.297189618
2025-04-14 23:00:00,691,9.29288814
2025-04-15 0:00:00,1258,5.598786038
2025-04-15 1:00:00,1212,6.952697269
2025-04-15 2:00:00,1009,7.633343155
2025-04-15 3:00:00,1101,7.510499139
2025-04-15 4:00:00,771,11.60809129
2025-04-15 6:00:00,971,9.030188076
2025-04-15 7:00:00,1156,8.623305691
2025-04-15 8:00:00,1020,11.48241362
2025-04-15 9:00:00,1090,8.609403416
2025-04-15 10:00:00,749,6.767354248
2025-04-15 11:00:00,1082,10.29478349
2025-04-15 12:00:00,1223,10.40456997
2025-04-15 13:00:00,1481,9.521584189
2025-04-15 14:00:00,1520,8.534652137
2025-04-15 15:00:00,1396,8.545749667
2025-04-15 16:00:00,1332,9.177848473
2025-04-15 17:00:00,955,11.21098392
2025-04-15 18:00:00,1030,8.518037442
2025-04-15 19:00:00,955,7.464386704
2025-04-15 20:00:00,1035,7.588873554
2025-04-15 21:00:00,910,7.567201229
2025-04-15 22:00:00,747,7.388885568
2025-04-15 23:00:00,875,7.317027568
2025-04-16 0:00:00,1030,14.01701359
2025-04-16 1:00:00,1084,15.66260913
